Time (ms),Trajectory 1
0,0.00942461627225081
17,0.0109070781618357
33,0.0123895400514205
50,0.0131078232079744
67,0.0122079839929938
83,0.00911123693610231
100,0.00409905891865492
117,-0.00188028781364361
133,-0.00766830379143357
150,-0.0123015157878399
167,-0.01522297753642
183,-0.0162993657092253
200,-0.015716169650356
217,-0.0138436785588662
233,-0.0111279006426533
250,-0.00801956653594971
267,-0.00492689595557749
283,-0.00217645161319524
300,1.95979761580626E-05
317,0.00158321849691371
333,0.00256788711218784
350,0.00312077975831926
367,0.00341124506667256
383,0.00356152032812436
400,0.003622364718467
417,0.00359733076766133
433,0.00348050566390157
450,0.00328021023112039
467,0.00302810648766657
483,0.00277276026705901
500,0.00255312910303473
517,0.00236859312281013
533,0.00217335213286181
550,0.00190188875421882
567,0.00150485030220201
583,0.000973200745647773
600,0.000345373147865757
617,-0.00030229088345853
633,-0.000875878303001324
650,-0.00127472868189216
667,-0.001385188040634
683,-0.00109760754276067
700,-0.000383329403121024
717,0.000627064631165316
733,0.00166575903616225
750,0.0024531363354375
767,0.00282151686648528
783,0.00275187473744154
800,0.00233600125648081
817,0.00171835413978746
833,0.00105123512912542
850,0.000466155967539332
867,5.01632578865004E-05
883,-0.000169706334418152
900,-0.000219297401296596
917,-0.000149655338342806
933,-1.15871450058573E-05
950,0.000151538844875176
967,0.000298500041632603
983,0.000389170619503905
1000,0.000395679448653633
1017,0.000315332397197684
1033,0.000169992439320292
1050,-7.55786974574827E-06
1067,-0.000184464445737831
1083,-0.000327467894142804
1100,-0.000402712787035853
1117,-0.000386834105787178
1133,-0.000280833218615347
1150,-0.000111246098337385
1167,8.16822042300676E-05
1183,0.000255298599464974
1200,0.000371956800033028
1217,0.000409936871922885
1233,0.000373887984702985
1250,0.000291419002072265
1267,0.000195503215460728
1283,0.000108456601689492
1300,3.81231269178291E-05
1317,-1.75237631386456E-05
1333,-6.45160628967763E-05
1350,-0.000108075136571036
1367,-0.000148630133480765
1383,-0.000178170191550938
1400,-0.000179529175511561
1417,-0.000135350216927084
1433,-4.78029214718845E-05
1450,4.93049580351605E-05
1467,0.000106263151489353
1483,9.00983723113313E-05
1500,2.64644525789966E-06
1517,-0.000126886363432277
1533,-0.000257420523363786
1550,-0.000348424888215959
1567,-0.00037443635907645
1583,-0.000337982162212332
1600,-0.000267124162443603
1617,-0.000197887401251743
1633,-0.00015718935659
1650,-0.000156712519431797
1667,-0.000193667399192539
1683,-0.000250887863027553
1700,-0.00029678344920588
1717,-0.00029268264673495
1733,-0.000212073318834882
1750,-6.1225885777579E-05
1767,0.000116801250745387
1783,0.000261545152170584
1800,0.000325870486752441
1817,0.000295948959925833
1833,0.00018861293089382
1850,3.37362277302115E-05
1867,-0.000139760965491102
1883,-0.000303101522149518
1900,-0.000418901414377615
1917,-0.000440025294665247
1933,-0.000323533985162309
1950,-4.9853311793413E-05
1967,0.000367021534960562
1983,0.000877070366793002
2000,0.00139224517624825
2017,0.00180189594781647
2033,0.00202519877348095
2050,0.00206871020297209
2067,0.00203149307829638
2083,0.00205037579871714
2100,0.00223305216059089
2117,0.00260925277446707
2133,0.00309753402446707
2150,0.00351214377830426
2167,0.00364427540140847
2183,0.00338456608975927
2200,0.00280265797240039
2217,0.00213780393823981
2233,0.00172522058710456
2250,0.00189294805750251
2267,0.00284063808309535
2283,0.00452985746475558
2300,0.00664253206923604
2317,0.00864675020178159
2333,0.00997366880377134
2350,0.0102522131055593
2367,0.00946648077418407
2383,0.00791230145841837
2400,0.00598149265473088
2417,0.00396010842329512
2433,0.00199029437014057
2450,0.000154519080145595
2467,-0.00144834516201324
2483,-0.00269651401322335
2500,-0.00347559433430433
2517,-0.00369489161918561
2533,-0.00328547926619649
2550,-0.00220665915791566
2567,-0.000476837138800571
2583,0.0017819403243872
2600,0.00431470844584207
2617,0.00674374075606465
2633,0.00862562625358502
2650,0.00955810522039731
2667,0.00931704013297955
2683,0.00794808830445012
2700,0.00574173886949817
2717,0.00311465234456894
2733,0.00049216741657195
2750,-0.00175361615644457
2767,-0.00333404509971539
2783,-0.00406501263690491
2800,-0.00386960478499532
2817,-0.00276446323065708
2833,-0.000853514570432405
2850,0.00165874949501206
2867,0.00445244275033474
2883,0.00710565984869997
2900,0.00915553513914347
2917,0.0102067943662405
2933,0.0100567098706961
2950,0.00876758045827349
2967,0.00663363871475061
2983,0.00406432112989326
3000,0.00146329387401541
3017,-0.000835347144554059
3033,-0.0025759219036748
3050,-0.00356876834606131
3067,-0.00368208865014215
3083,-0.00284752831794322
3100,-0.0010773657898729
3117,0.00150835502427071
3133,0.00464706390630454
3150,0.00790882079551617
3167,0.0107188457623124
3183,0.0124745123709242
3200,0.0127497902140021
3217,0.0114672177781661
3233,0.00890843834107121
3250,0.00558242783881724
3267,0.00208785524591804
3283,-0.000963211059570313
3300,-0.00301477895118296
3317,-0.00366368268926938
3333,-0.00274407842274134
3350,-0.00036478036781773
3367,0.00309286101643617
3383,0.00701239084204038
3400,0.0106363768378894
3417,0.0132377616440256
3433,0.0143379438668489
3450,0.0138545262937744
3467,0.0120725383361181
3483,0.00946652811641494
3500,0.00650949426926672
3517,0.00356655092521881
3533,0.000866651438021412
3550,-0.00146970736871784
3567,-0.0033540246852984
3583,-0.00464956749541064
3600,-0.00515170100455483
3617,-0.00464274881718059
3633,-0.00297777643815304
3650,-0.000153684619969378
3667,0.00365965330274776
3683,0.00813131251682838
3700,0.0128141390159726
3717,0.0171983468656739
3733,0.0207655653357506
3750,0.023065493752559
3767,0.0238222815096378
3783,0.0230084881186485
3800,0.0208187332997719
3817,0.0175718776881695
3833,0.0136368504414956
3850,0.00941078597679734
3867,0.00528981668564181
3883,0.00160181522369385
3900,-0.00145399554943045
3917,-0.00380942807532847
3933,-0.0054818627734979
3950,-0.00652255987127622
3967,-0.00698502020289501
3983,-0.00690660423909624
4000,-0.00627338839694858
4017,-0.00498435460031033
4033,-0.00287706839541594
4050,0.000160312590499719
4067,0.00405087446173032
4083,0.00845971051603556
4100,0.0128282299265265
4117,0.0164869058256348
4133,0.0188121311366558
4150,0.0193920843303204
4167,0.0181557883818944
4183,0.0153972373033563
4200,0.0116606700854997
4217,0.00755138338233034
